Entry,RbCtlR1,RbCtlR2,RbCtlR3,RbCtlR4,RbTrtR1,RbTrtR2,RbTrtR3,RbTrtR4,RbTrtR5,RbTrtR6,RbTrtR7,RnaCtlR1,RnaCtlR2,RnaCtlR3,RnaTrtR1,RnaTrtR2,RnaTrtR3,RnaTrtR4,RnaTrtR5,RnaTrtR6
FBgn0037409,0,1,0,1,0,2,1,0,0,1,0,4,4,8,23,18,10,8,19,17
FBgn0037410,1,4,0,3,6,2,3,7,4,0,0,1,5,2,1,0,6,4,2,0
FBgn0037411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037412,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0037413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0027527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037414,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0037415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0037416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037417,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037418,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0037419,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037421,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0286874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037427,1,3,1,0,5,0,0,1,2,0,1,2,0,1,0,4,1,0,0,2
FBgn0037428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0037429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
FBgn0037430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
FBgn0037431,0,0,0,0,0,0,0,0,0,0,0,1,3,2,15,5,7,5,3,3
FBgn0037432,1,1,0,0,1,0,0,0,0,0,0,2,3,1,10,16,6,7,2,10
FBgn0037433,4,24,9,3,5,8,14,6,11,14,2,32,40,44,57,55,37,51,32,35
FBgn0261789,275,385,447,181,472,281,410,270,350,229,145,4410,4140,4485,3779,3814,3390,4052,3968,3526
FBgn0037435,48,50,86,17,104,54,44,40,65,16,42,1377,1407,1416,1157,1159,1119,1215,1334,1196
FBgn0037436,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,2,0,1,1,0
FBgn0267698,91,141,131,80,172,87,94,53,102,73,54,6940,6570,7647,6114,6233,5875,7591,6822,6085
FBgn0261641,152,328,273,130,332,150,217,155,246,127,113,4419,4443,5034,4817,4761,4482,5237,4500,4414
FBgn0037439,178,189,236,111,252,131,161,145,216,103,86,1803,1941,2120,2223,2367,2070,2342,2231,2678
FBgn0037440,111,159,158,79,172,114,142,75,117,98,46,1408,1287,1500,1368,1433,1286,1420,1431,1376
FBgn0260766,0,0,1,0,2,0,1,0,0,0,0,8,11,9,8,10,9,10,9,19
FBgn0027514,23,57,79,34,68,33,46,19,41,37,19,1384,1318,1524,948,899,934,1041,964,886
FBgn0260645,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0
FBgn0010282,309,328,303,152,499,256,282,221,380,164,147,8295,7258,8531,6654,6417,6892,8089,7481,6218
FBgn0037442,100,119,122,67,113,88,84,64,93,62,29,6069,5522,6337,6158,6527,5835,6952,6515,5801
FBgn0037443,102,118,148,65,131,91,116,59,145,71,57,3092,2989,3563,3534,3651,3038,3379,3244,3181
FBgn0264495,36,74,28,24,70,28,43,12,35,27,25,14064,14443,16270,16709,18094,15466,16064,13862,14882
FBgn0037445,14,26,39,6,33,25,14,8,21,3,13,2740,3175,3451,4484,4750,3790,3644,3199,3496
FBgn0037446,54,111,158,33,115,32,60,43,62,59,36,1949,1753,2115,1426,1402,1409,1521,1485,1254
FBgn0037447,23,31,23,5,27,22,31,10,21,14,4,67,59,59,174,187,141,118,121,137
FBgn0037448,2,0,1,1,0,1,3,3,0,0,0,28,18,17,49,62,44,41,40,29
FBgn0037449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0046873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0037455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037456,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0051482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0250846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037462,5,2,5,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
FBgn0051286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0026565,0,0,0,0,1,0,1,0,0,0,2,0,2,0,2,1,0,0,2,1
FBgn0010355,488,630,622,321,604,295,335,239,435,266,224,8141,7917,9256,8610,8826,8072,10453,9045,8389
FBgn0026566,68,97,62,28,111,50,105,55,40,45,30,5395,4765,5624,4646,4334,4609,5702,5111,4263
FBgn0262801,109,160,222,105,215,129,164,79,123,54,46,1411,1323,1487,1222,1311,1068,1454,1408,1162
FBgn0024912,37,82,81,41,91,56,87,35,63,28,32,599,633,691,544,515,509,632,620,441
FBgn0002522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
FBgn0000552,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
FBgn0004777,4,4,5,6,0,0,0,1,1,1,2,1,1,0,2,2,4,1,3,2
FBgn0004778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0004779,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0004780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0004781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0004782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
FBgn0004783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0051481,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
FBgn0004054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
FBgn0085326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0004053,0,1,0,0,0,0,0,0,0,0,0,61,59,55,114,123,104,69,69,72
FBgn0000166,2,7,4,4,17,7,5,1,1,2,2,3990,4598,4768,3493,3746,3338,3528,3929,3195
FBgn0000071,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0000439,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FBgn0003339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0001077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
FBgn0260642,1,5,9,8,5,8,11,5,7,7,0,7,14,11,27,21,21,23,15,24
FBgn0024289,4,4,7,0,4,0,2,2,2,0,7,15,4,8,24,19,6,0,49,4
FBgn0026563,2,1,0,0,0,0,0,3,0,0,0,0,0,1,2,2,1,0,2,0
FBgn0019828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037463,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037464,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
FBgn0037465,62,85,106,28,103,55,87,66,82,52,26,1127,1122,1335,1048,1016,875,1083,1071,980
FBgn0037466,138,142,165,133,204,94,151,99,176,97,88,2708,2586,2976,2395,2358,2097,2576,2459,2449
FBgn0037467,91,127,108,67,139,77,113,90,130,69,60,751,768,891,1000,1015,935,1001,921,901
FBgn0037468,622,690,910,444,1042,717,769,490,635,467,308,28326,26402,29463,25342,24163,24080,28401,26046,22792
FBgn0010774,607,702,575,265,906,380,596,465,640,346,281,19522,16878,18770,15514,14916,14419,20565,17047,15264
FBgn0037469,134,180,117,77,168,97,170,117,161,93,84,1347,1212,1338,930,822,827,1132,1171,976
FBgn0037470,209,223,244,150,374,213,245,136,305,149,130,6035,5624,6511,5341,5395,5273,6446,5916,5133
FBgn0003884,3604,5649,4738,2864,6342,3624,4199,2939,3420,2338,1774,69754,65336,71447,70899,72505,64161,87734,78971,71035
FBgn0040670,0,0,0,0,0,0,0,0,2,0,0,16,4,12,14,12,14,15,11,14
FBgn0261238,95,98,101,55,125,58,53,53,88,81,34,5839,5868,6602,4339,4656,3948,5341,4262,4448
FBgn0014863,5,18,24,7,15,7,12,11,9,4,8,110,110,130,228,287,200,183,219,278
FBgn0037472,76,90,97,28,106,46,81,41,60,53,48,2056,1793,2069,1579,1461,1576,1997,1922,1463
FBgn0037473,28,42,48,35,55,28,37,8,32,15,9,1748,1669,1924,1619,1642,1525,1516,1584,1533
FBgn0051248,0,2,5,1,0,2,0,0,0,0,2,5,5,1,5,5,5,2,6,5
FBgn0051493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037475,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
FBgn0037477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037478,114,133,184,72,139,97,147,91,113,71,75,634,677,715,658,615,556,664,695,536
FBgn0250732,179,210,292,127,321,164,211,151,247,124,83,4654,4553,5584,3147,3270,2953,4857,4288,3827
FBgn0011020,123,141,136,75,177,88,147,85,135,66,47,4043,3754,4358,3030,2938,3007,3716,3412,2994
FBgn0037481,145,151,153,112,240,155,194,98,155,118,80,1916,1786,2059,1515,1346,1407,1678,1734,1426
FBgn0002306,2,1,5,1,3,1,5,5,4,1,0,25,21,20,59,53,50,32,38,28
FBgn0037482,188,237,257,131,269,165,212,121,231,112,96,6056,5449,6425,5139,4784,4932,6209,5688,4705
FBgn0086372,179,256,255,142,354,261,207,100,223,151,88,7862,7985,8849,8833,9318,7619,8441,7785,8660
FBgn0037483,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,3,0,0,0
FBgn0250845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037485,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,1,0
FBgn0037486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0
FBgn0037489,285,289,396,157,413,212,316,197,320,203,147,3005,3058,3490,3801,4132,3302,3791,3620,3745
FBgn0037490,22,21,22,14,25,2,12,14,14,10,9,407,397,465,398,345,355,449,406,365
FBgn0037491,42,79,123,44,98,64,26,35,64,43,35,2280,2012,2391,1735,1587,1636,1876,1812,1514
FBgn0037492,50,48,70,14,74,19,41,18,59,29,18,793,750,834,683,674,679,821,749,702
FBgn0011282,0,2,1,0,0,0,0,0,0,0,0,7,10,9,15,13,9,12,18,15
FBgn0001112,0,0,1,3,0,3,0,1,0,0,2,24,22,16,35,22,24,25,33,28
FBgn0028400,3,0,0,0,2,0,0,2,3,1,0,428,496,478,0,0,0,357,370,275
FBgn0267337,2,1,1,0,0,1,0,0,1,0,0,9,3,4,1,4,2,6,2,6
FBgn0045843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0260713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0262982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
FBgn0004175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FBgn0004174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
FBgn0004173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0004172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0015770,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
FBgn0261502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0037502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037503,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037504,124,121,228,60,167,112,160,72,140,81,87,1634,1536,1775,1334,1228,1276,1252,1182,1203
FBgn0015569,27,19,20,11,22,10,13,23,35,21,16,316,322,333,260,267,207,274,281,282
FBgn0261508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1
FBgn0015577,26,46,35,30,53,34,30,25,44,40,17,165,151,148,394,413,303,313,348,408
FBgn0037506,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,4,1,1,2,2
FBgn0015576,18,11,2,2,24,12,3,19,22,1,5,38,14,17,23,51,35,36,47,34
FBgn0017456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
FBgn0015575,9,12,5,9,8,11,13,4,12,0,2,18,25,15,51,54,38,31,63,59
FBgn0015574,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
FBgn0015831,2,0,0,0,1,0,0,1,0,0,0,7,6,7,4,5,4,7,7,3
FBgn0003885,542,622,665,363,665,403,419,473,530,314,258,5005,5016,5318,5582,6127,5015,6065,5408,5636
FBgn0261393,42,138,121,67,207,92,163,42,83,46,40,873,755,975,1784,1757,1689,1048,973,794
FBgn0015572,0,2,0,0,0,0,2,0,0,0,0,29,36,34,66,63,45,38,62,52
FBgn0015571,34,68,48,36,92,36,59,43,51,26,29,0,0,0,0,0,0,2,2,1
FBgn0015570,2,5,8,1,2,0,4,0,1,3,2,13,19,11,24,27,15,21,33,21
FBgn0015568,32,37,23,14,33,36,27,20,23,16,14,2286,2344,2491,2631,3108,2282,2920,2629,2957
FBgn0267105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0083963,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0051146,0,9,19,1,4,10,6,3,0,2,2,25,55,42,93,119,79,55,68,81
FBgn0037512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0262899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037513,21,14,30,12,29,7,26,6,14,16,10,43,50,42,57,86,48,41,65,58
FBgn0037514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037515,48,48,64,33,26,27,22,24,30,5,3,580,576,538,221,278,203,326,267,250
FBgn0037516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0042104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
FBgn0042102,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FBgn0042105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FBgn0042103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0037517,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,0,11
FBgn0037518,11,13,2,14,29,17,10,6,12,7,5,154,165,190,249,271,228,250,267,194
FBgn0042101,1,2,0,3,1,0,5,3,1,2,0,6,12,11,8,13,6,22,9,18
FBgn0037519,0,0,0,0,0,0,0,0,0,0,0,66,75,72,133,174,138,104,132,154
FBgn0037520,11,16,10,8,13,33,24,4,19,4,6,66,51,53,93,189,101,91,142,129
FBgn0037521,0,3,0,0,0,0,0,0,0,0,0,96,72,71,700,627,611,130,110,103
FBgn0051472,234,267,221,180,289,163,243,153,238,123,112,2327,2080,2528,1946,1859,1915,2045,2141,1709
FBgn0051473,0,0,0,1,1,0,0,2,5,0,0,16,11,16,24,20,24,12,15,21
FBgn0085413,1,0,0,0,0,0,0,0,0,0,0,6,8,4,16,27,14,16,13,25
FBgn0037525,18,19,12,15,30,10,25,17,19,2,15,555,612,607,647,645,555,793,705,817
FBgn0037526,52,61,31,29,74,50,53,37,63,38,28,1458,1402,1582,1290,1260,1155,1500,1474,1297
FBgn0037529,255,320,252,167,407,251,281,191,281,141,121,2345,2249,2420,2313,2197,2155,2512,2257,2070
FBgn0260005,31,32,16,20,32,12,27,10,54,17,7,320,329,300,483,586,425,401,544,578
FBgn0037530,619,810,823,488,782,470,577,365,596,352,247,9384,9365,10401,8880,8943,8122,10316,9105,8516
FBgn0024909,54,148,124,55,174,72,142,54,124,49,69,1825,1705,2010,1527,1420,1503,1622,1537,1347
FBgn0004901,146,196,198,82,207,130,109,91,144,101,50,5365,5101,5668,4669,5127,4702,5868,5365,4948
FBgn0014930,30,36,35,13,43,18,22,14,34,18,22,1173,1189,1337,1165,1191,1054,1191,1202,1214
FBgn0014931,70,74,70,41,128,86,68,55,106,26,23,1350,1301,1522,1563,1648,1510,1638,1553,1462
FBgn0037531,19,42,29,20,60,27,40,28,44,21,15,1413,1394,1820,922,885,845,1235,1229,1073
FBgn0002542,558,693,531,449,769,336,510,371,706,351,318,12049,11290,13776,10513,10113,10162,12944,11346,9464
FBgn0000504,0,2,0,0,4,3,1,0,4,0,5,71,91,92,158,170,131,134,137,147
FBgn0037533,340,502,559,290,706,399,472,289,434,237,169,19532,18120,21248,16828,16569,16493,20559,18329,15863
FBgn0010401,0,0,0,0,1,0,0,0,1,0,0,3,4,2,0,5,2,0,4,1
FBgn0259974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0037534,49,99,42,27,119,49,86,67,109,24,9,170,175,129,292,405,337,237,242,200
FBgn0037535,32,23,16,15,39,20,24,16,20,19,10,625,558,656,485,509,503,649,600,472
FBgn0266598,57,52,28,58,94,38,102,32,85,20,36,100,70,101,62,60,72,60,71,58
FBgn0037536,11,36,31,14,44,40,36,8,38,9,13,6643,6392,7387,6782,6997,6650,7650,6725,6079
FBgn0037537,119,223,248,117,254,158,193,93,164,82,66,1366,1360,1505,1246,1326,1092,1150,1201,998
FBgn0040524,2,0,0,0,1,0,0,0,0,0,0,1,0,2,3,3,2,0,2,3
FBgn0037538,130,172,173,100,203,91,198,93,167,93,82,1490,1460,1558,1181,1183,1065,1342,1297,1243
FBgn0037539,97,91,79,66,121,54,55,61,101,43,69,3384,3056,3681,2730,2578,2586,3249,2930,2560
FBgn0037540,22,35,75,18,65,26,43,15,36,15,13,2479,2325,2599,1961,1854,1909,2491,2315,1826
FBgn0037541,414,572,427,380,446,206,294,171,352,179,130,5788,5955,6634,6528,6818,5981,7488,6405,6111
FBgn0001255,1,0,1,0,0,1,0,0,1,0,0,49,37,40,64,42,51,54,51,46
FBgn0037543,97,101,168,59,125,79,119,67,127,86,58,66,58,52,36,57,46,52,44,50
FBgn0037544,23,43,25,36,54,37,54,14,36,24,20,573,517,605,566,405,451,456,516,433
FBgn0010812,120,197,249,159,240,143,164,93,154,107,78,2089,1945,2350,1849,2005,1770,2106,1933,1813
FBgn0262362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0263596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBgn0262363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037546,1,1,0,0,1,1,7,8,3,0,0,4,5,4,0,0,2,9,5,14
FBgn0037547,6,12,26,7,12,15,1,20,13,2,7,84,47,32,128,64,77,69,194,99
FBgn0037548,25,12,15,16,59,36,31,43,62,24,18,242,276,286,347,383,291,329,413,371
FBgn0243512,87,97,215,65,137,101,115,62,113,70,42,1730,1726,1950,1842,1883,1559,1768,1776,1724
FBgn0037549,589,634,747,381,833,493,549,492,716,348,287,5272,5180,6025,5306,5534,5153,5899,5424,5049
FBgn0037550,113,109,145,66,169,97,140,86,125,91,53,856,747,885,773,651,675,785,757,642
FBgn0037551,111,185,172,103,197,109,139,82,176,91,59,3079,2899,3254,3130,3129,2969,3184,3210,2712
FBgn0001138,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
FBgn0261290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037552,50,80,108,36,67,54,67,57,106,41,38,743,716,808,557,492,452,763,784,726
FBgn0037553,11,12,15,4,8,9,4,2,6,1,5,33,36,42,45,43,40,44,33,67
FBgn0037554,46,77,92,45,101,44,77,39,65,39,31,3390,3297,3855,2735,2812,2812,3634,3062,2785
FBgn0037555,89,129,153,58,157,85,76,51,98,47,32,9518,8398,9967,7847,7563,7679,10314,8812,7505
FBgn0037556,34,51,56,22,74,32,43,22,35,35,27,4459,4495,5295,3944,3922,3488,4317,4077,3627
FBgn0042182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0064126,164,201,178,146,375,194,250,163,288,163,122,0,0,0,0,0,0,0,0,0
FBgn0040528,0,0,0,0,0,0,0,0,0,0,0,20,20,32,42,36,38,35,23,27
FBgn0260386,18,22,14,17,15,2,15,7,13,15,9,102,98,86,132,139,105,102,179,146
FBgn0010173,1169,1545,1512,1025,2083,1086,1323,795,1571,771,596,22215,19394,23845,17819,16401,17433,22226,19831,16399
FBgn0014861,874,1034,943,641,1293,744,1013,550,962,563,412,11362,10690,12625,9290,8993,8390,11584,10384,8957
FBgn0037561,70,138,160,90,154,89,81,78,131,68,45,1690,1630,1948,1785,1820,1686,2012,1867,1848
FBgn0010433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037562,0,0,0,1,3,0,1,0,1,0,1,6,7,3,15,14,6,14,6,12
FBgn0037563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2
FBgn0051464,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0
FBgn0051463,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
FBgn0037565,27,30,20,27,33,33,23,15,24,14,9,989,1175,1202,1828,2474,1783,1863,2073,2504
FBgn0037566,103,154,140,95,219,124,119,86,138,59,51,3267,3234,3450,2877,3002,2608,3474,3235,3254
FBgn0265351,46,42,14,25,77,43,41,25,41,34,17,471,433,483,466,445,401,540,420,406
FBgn0265101,73,133,86,41,191,104,120,37,80,61,45,4783,4104,4796,3811,3834,3721,4345,4303,3407
FBgn0037569,90,130,180,65,159,74,151,69,108,74,60,799,776,811,637,601,652,733,696,565
FBgn0037570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037573,375,419,502,223,542,359,414,298,420,206,189,3289,3268,3663,2860,2820,2681,3085,2759,2431
FBgn0037574,15,26,14,5,26,13,19,16,16,9,6,943,914,993,740,693,655,768,674,626
FBgn0062412,0,0,9,0,1,0,0,1,1,0,0,9,12,7,26,28,30,11,18,16
FBgn0003129,5,1,8,1,3,0,12,8,3,1,0,16,20,18,44,52,37,38,22,43
FBgn0037576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1
FBgn0037577,260,381,528,141,310,195,253,219,211,159,34,323,194,287,531,1221,576,471,471,1026
FBgn0040529,457,777,855,334,918,555,751,486,536,450,278,7979,7554,8406,8384,8639,7554,8719,8162,7413
FBgn0004908,84,73,65,58,132,74,98,85,118,59,47,644,569,635,486,448,439,469,509,465
FBgn0037578,195,221,250,144,328,203,287,126,184,125,120,2298,2016,2456,2023,1901,1772,2167,2181,1717
FBgn0037579,0,0,0,0,0,0,0,0,0,1,0,4,3,8,1,1,1,4,6,1
FBgn0037580,838,1395,1401,603,1692,1012,1113,691,1109,716,388,13502,13096,15563,12385,11839,11970,13213,12226,10257
FBgn0037581,5,9,11,6,18,7,6,6,7,13,3,294,258,278,246,236,199,240,229,147
FBgn0261108,58,55,51,38,43,53,51,24,61,38,19,5264,5135,6242,5226,5588,5013,5788,5402,5082
FBgn0020249,100,168,175,123,228,163,140,62,174,95,50,3259,3125,3597,3258,3280,2993,3638,3289,3093
FBgn0037583,235,247,243,178,427,271,239,81,349,170,126,6422,6146,7576,5482,5418,5066,6223,6199,5517
FBgn0037584,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266801,5,3,8,3,8,6,4,10,18,5,5,114,149,142,214,237,189,215,181,286
FBgn0037589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0037591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0037592,32,44,18,13,63,28,18,25,37,31,7,3984,3590,4251,3437,3318,3364,4111,3527,3113
FBgn0051454,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,5,10,4,2,6
FBgn0051259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051453,218,296,329,177,431,241,321,208,341,157,129,5200,4754,5475,4199,3894,4108,5068,4692,3819
FBgn0051450,81,115,148,63,133,89,99,40,95,90,38,2768,2468,2940,2300,1917,2086,2549,2546,2100
