Entry,RbCtlR1,RbCtlR2,RbCtlR3,RbTrtR1,RbTrtR2,RbTrtR3,RnaCtlR1,RnaCtlR2,RnaCtlR3,RnaCtlR4,RnaTrtR1,RnaTrtR2,RnaTrtR3,RnaTrtR4 
Csmd1,570,725,778,462,464,472,3382,3426,3014,3438,3701,4162,2915,3497
Fam167a,0,1,0,1,0,2,26,31,31,33,51,68,25,51
Sntn,3,7,3,1,3,3,6,5,3,8,5,8,4,2
Usp9y,5,9,0,3,8,8,8,4,4,2,2,3,1,3
Btbd11,150,161,220,110,132,120,511,611,465,530,488,535,446,498
Jakmip3,39,57,67,39,31,48,702,706,615,643,756,845,545,712
Slc17a2,1,1,3,0,1,0,1,0,0,1,0,3,0,0
Mcfd2,192,292,260,210,253,252,1056,1010,965,1112,1034,1186,878,1005
Fbxl6,47,95,72,74,79,67,202,187,175,230,243,242,166,226
Lrriq3,0,2,2,1,2,4,16,16,13,23,20,15,15,17
Acaa2,173,171,210,130,148,146,322,271,270,302,218,304,236,281
Car5b,17,32,42,15,28,32,91,92,107,105,78,82,68,98
Rogdi,466,692,696,487,592,549,1086,968,1047,1225,1063,1386,859,1099
Gm9736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lypd11,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Tarm1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cdc42se2,284,434,424,284,367,359,4339,4373,4143,4224,4110,4799,3936,4291
Wfikkn2,6,7,10,8,4,4,32,28,35,28,28,26,31,32
Olfr141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp4,0,0,0,0,0,0,0,1,2,1,2,0,0,0
Gstp2,2,0,1,1,2,0,2,0,3,1,0,6,0,1
Gpr141,0,0,0,0,0,0,2,2,2,2,0,2,1,2
Pcmtd1,155,249,236,167,221,192,2812,3179,2789,2742,2606,3110,2742,2596
Raver2,53,66,66,55,61,57,369,372,360,455,357,491,380,440
Agap1,204,298,310,171,222,210,4004,3985,3448,3950,3978,4454,3316,3842
Foxo6,52,64,66,44,50,61,189,185,178,253,203,246,182,181
Btnl6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B430306N03Rik,0,0,1,0,0,0,4,3,1,4,4,2,3,4
Rbsn,132,145,190,132,129,131,1512,1508,1141,1268,1360,1537,1150,1372
Zfp414,50,88,84,84,76,81,212,158,160,197,208,251,147,248
Antxr2,9,6,6,3,3,5,59,50,63,50,49,69,46,50
Alg14,31,38,40,35,36,31,283,300,279,285,287,330,225,310
Il1f8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Obox6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obox5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadm3,2454,3220,3261,2471,2771,2604,8893,8221,8535,9140,7864,8780,7854,7836
Emilin3,0,3,0,1,0,1,6,4,5,2,4,0,2,1
Zfp326,204,274,283,195,251,218,397,396,283,265,330,443,318,371
Clptm1,1297,1783,1821,1297,1428,1368,2966,2713,2875,3591,3232,3726,2777,3354
Creld2,42,70,71,69,82,79,179,182,192,202,204,224,178,209
Ncln,171,252,277,214,232,236,673,609,664,749,723,835,673,729
Oxct2b,0,0,0,2,2,2,7,2,5,7,8,8,2,5
Itpka,398,628,575,500,510,523,2253,2266,2081,2405,2398,2756,2444,2413
Mgl2,3,4,2,0,3,1,6,9,15,16,8,6,2,9
Morc2b,0,1,2,0,1,0,63,63,51,32,78,73,45,61
Nop2,155,204,235,116,141,129,460,415,361,398,399,471,337,436
Naa25,338,409,443,322,327,311,1578,1613,1329,1394,1479,1661,1398,1334
Ubn2,43,76,60,34,42,44,1913,2059,1744,1896,2201,2489,1614,2212
Tppp,1059,1421,1523,1149,1254,1202,16999,16891,15936,17791,17177,19431,15220,16786
Clp1,42,59,47,37,46,54,180,155,134,153,175,192,114,160
Cmtm6,73,73,75,60,64,66,582,686,540,571,715,806,600,721
Obox3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stac2,42,46,42,49,38,41,462,428,583,704,840,912,610,813
Sord,16,15,25,23,15,13,233,198,224,213,218,291,185,188
H2ac12,0,1,1,4,4,3,5,6,9,3,5,2,2,6
H2ac1,4,2,6,2,6,2,0,0,0,0,0,0,0,0
Slc25a46,533,657,715,500,524,481,2830,2983,2601,2927,2680,3102,2520,2722
Prr30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ece2,5,0,2,0,1,2,4,6,7,3,3,2,7,11
Tspan10,1,0,1,0,0,0,2,1,0,2,3,1,0,1
Alg1,113,207,179,144,182,153,246,222,244,290,274,330,239,286
4930519L02Rik,0,0,0,0,0,0,0,3,1,1,1,1,1,0
Mapk15,5,3,7,2,3,1,8,5,3,4,1,5,2,7
Olfr994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts3,329,418,481,330,360,368,990,989,933,983,1069,1209,943,1001
Olfr350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpf,18,22,18,24,13,16,26,28,16,13,24,25,17,22
Plekha2,27,37,43,31,32,35,358,396,330,388,376,382,333,333
Olfr114,0,0,0,0,0,0,1,0,0,0,1,2,0,2
Olfr981,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Olfr801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1366,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Olfr996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr995,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heatr3,154,198,217,180,181,204,637,726,590,620,732,849,698,719
Ggact,76,72,90,67,86,66,251,278,255,311,236,297,262,248
Eif4a3,201,270,304,197,268,214,855,867,711,809,761,859,725,770
Acot2,21,35,24,26,25,22,125,131,121,157,132,155,132,133
Mill1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stx12,733,878,860,646,849,737,2322,2439,2184,2080,2418,2849,2076,2428
Ttc12,6,12,9,19,19,15,30,40,29,30,30,47,26,32
Phldb3,1,0,2,1,1,0,2,2,0,0,1,2,1,1
Lcor,66,68,93,50,67,68,1095,1028,976,1037,1247,1342,984,1190
Dhrs13,32,34,44,28,40,32,146,118,116,123,129,121,106,125
Kctd2,87,119,109,99,126,90,731,635,637,707,942,1012,701,907
Fam25c,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Pif1,1,0,0,2,1,3,11,12,17,9,17,11,11,13
Slc26a11,30,31,25,27,35,31,64,59,77,76,80,74,75,80
Psmd11,262,417,386,247,337,290,599,550,570,570,679,790,744,654
Fam24a,0,0,0,0,0,0,1,3,1,2,2,3,1,0
Wfdc15a,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coa4,18,10,13,8,14,15,52,51,40,49,44,44,35,40
Defa20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrm3,81,97,100,54,60,76,222,207,197,216,208,229,167,185
Aass,30,37,45,26,29,30,81,77,56,92,73,101,91,73
Cdk9,120,138,154,112,149,147,554,530,472,499,553,618,504,507
Pycr1,21,20,23,11,15,15,35,38,40,32,57,44,31,43
Tmem62,112,134,175,145,151,145,681,690,685,735,757,870,595,725
Srd5a1,10,11,8,23,21,19,202,232,333,453,347,378,326,335
Spcs1,260,366,365,238,315,282,1074,1141,1264,1258,1126,1213,974,1081
Castor2,236,278,285,231,233,234,1396,1349,1281,1482,1910,2002,1412,1713
Sptssa,54,58,63,54,61,54,466,546,428,353,423,502,436,446
Adi1,85,121,129,92,129,130,236,218,224,261,278,319,249,295
Apol10b,0,0,0,1,1,0,0,3,0,0,2,4,0,3
Creg2,317,459,491,278,290,311,3547,3773,3433,3721,3447,4021,3176,3562
Klhl11,721,910,961,666,791,697,3479,3750,3134,3184,3067,3663,3043,3131
Tns4,2,2,0,2,1,3,4,2,9,7,4,3,9,5
Aacs,457,610,597,428,506,454,901,956,867,838,916,998,840,898
Cers5,88,114,111,105,108,118,753,776,769,759,795,892,732,815
Spdye4b,0,0,0,0,0,0,1,1,0,0,0,1,0,1
Pot1a,44,59,72,70,67,75,419,460,391,394,445,555,321,401
Il1rl2,1,4,6,0,2,0,14,25,21,20,23,16,12,28
Npffr2,2,4,9,2,4,2,10,8,4,9,6,12,11,15
L3mbtl4,3,6,1,1,2,1,61,61,63,55,62,60,44,54
Tm4sf4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Edem2,38,43,39,38,35,42,264,286,285,283,285,315,243,305
Il31ra,0,0,0,0,1,0,5,10,8,4,7,4,6,6
Sdcbp2,9,5,4,4,4,1,30,30,22,27,48,50,28,39
Trim41,102,128,137,75,95,97,892,765,743,716,742,798,590,711
Cacng6,4,3,8,2,5,1,22,5,20,14,4,6,16,16
Arcn1,347,405,467,360,386,334,2515,2562,2191,2482,2586,2975,2259,2505
Cd209e,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Cd209d,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Zfp866,61,64,66,46,71,43,857,819,733,736,798,853,608,759
Kcne4,2,6,9,5,5,3,21,9,22,25,38,42,22,43
Prrc1,105,159,190,110,123,96,371,354,369,372,362,440,400,418
Otud3,27,45,41,36,40,33,175,164,147,168,192,211,148,180
Atp6v0a4,2,3,8,1,6,3,2,8,6,2,9,11,5,5
Esco2,6,6,3,0,5,2,10,13,8,9,11,8,5,6
Bola1,60,74,92,74,66,49,129,118,120,140,106,137,96,114
Usp20,248,342,370,284,309,293,1331,1214,1216,1262,1385,1585,1220,1362
Adamtsl2,27,64,35,42,47,34,180,195,182,180,173,222,116,193
Cavin3,63,95,93,67,100,96,276,313,230,302,213,275,181,253
Ercc3,127,189,172,118,149,130,446,409,389,394,404,444,425,440
Lypd6b,24,19,29,21,20,31,309,301,290,329,299,354,266,304
Noxo1,1,0,6,1,0,1,29,30,25,27,38,53,25,37
Mcm9,11,32,24,18,27,14,194,185,161,180,179,223,133,208
Sh3bgrl3,592,789,867,817,875,817,693,637,694,898,1087,1158,670,1069
Fam50b,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Vps16,338,486,401,373,419,338,919,875,754,747,828,859,703,752
Car15,0,0,0,0,0,0,100,75,68,71,82,86,71,90
Smim11,33,42,43,21,32,30,133,138,123,133,109,149,95,113
Nap1l3,527,641,663,514,545,522,1514,1697,1335,1317,1409,1675,1575,1426
Cavin2,37,45,43,21,38,30,174,201,163,144,203,223,155,148
Olfr160,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc5a11,1,3,3,2,3,2,10,10,9,9,10,10,6,13
Olfr175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osr2,0,1,0,0,0,0,1,1,2,0,0,0,0,0
Wdr17,179,243,238,154,194,177,1119,1141,1000,1084,1108,1353,1054,1142
H1f10,177,240,253,132,206,190,158,178,150,156,199,268,229,245
Anxa13,1,0,1,0,0,1,7,1,8,6,8,10,11,3
Castor1,17,15,18,12,7,9,26,29,26,28,28,40,36,21
Zbtb41,64,88,95,60,76,63,1519,1713,1356,1461,1520,1766,1401,1456
Tafa4,1,0,0,0,1,0,10,15,11,27,16,15,12,11
Chrna4,160,205,205,171,192,194,805,757,740,879,995,1053,783,962
Rnf151,0,0,0,0,0,0,1,0,2,1,1,3,1,6
Fam221b,5,8,7,1,9,5,9,6,6,5,9,10,11,13
Aard,5,12,8,3,15,6,67,50,46,47,34,36,35,30
Tmem74,45,59,65,51,55,45,280,252,228,301,283,281,227,268
Rab11fip4,431,610,631,406,493,482,4631,4463,3932,4072,4489,4938,4047,4348
Zc3h6,93,112,138,67,92,85,479,553,445,466,459,575,495,522
Catsper2,5,7,13,3,6,2,43,58,51,58,70,78,32,53
1700018B08Rik,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tex55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc13a1,1,2,0,0,1,0,8,3,10,3,1,6,4,2
Ublcp1,56,67,64,66,69,57,579,622,560,571,576,631,567,585
Zbtb6,45,67,53,66,63,72,777,813,695,683,709,902,741,730
Tbc1d13,112,126,150,152,168,165,800,751,754,933,1028,1204,840,1043
AW209491,74,129,120,85,82,89,371,380,339,326,362,411,318,301
She,13,23,16,11,21,9,90,88,62,51,99,137,66,118
Fbxl14,50,50,55,36,50,39,642,685,616,728,677,771,598,652
Ttc22,5,11,9,1,7,4,25,20,24,29,31,21,20,29
Olfr1030,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olfr1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1009,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Asb15,0,0,0,0,0,0,1,3,0,6,1,2,2,2
Olfr998,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acaa1b,1,3,1,1,0,6,5,4,4,7,6,10,0,1
Lsm8,162,168,184,136,139,143,376,353,275,239,296,364,313,303
4930433I11Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Osgep,73,107,79,75,78,61,247,247,211,196,216,243,207,215
Rap1a,131,176,181,107,109,106,867,865,743,686,704,780,751,746
Zfp418,16,21,27,26,20,22,93,99,101,110,163,164,94,146
Fanci,5,3,6,7,4,3,19,16,18,15,13,22,14,16
Ubl4a,0,0,0,0,0,0,863,830,868,921,930,1053,791,934
Tmprss4,1,1,0,3,0,0,8,8,2,4,6,9,1,5
Tmem51,23,16,17,8,12,16,48,72,62,46,62,77,58,88
Uba6,259,303,363,247,260,233,1074,1043,875,914,976,1159,882,936
Scgn,1,5,8,2,6,3,5,8,6,6,10,12,4,5
Ren1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gca,69,81,84,80,83,102,557,676,531,418,595,671,560,564
Rabepk,85,118,102,84,115,109,304,286,268,307,318,357,222,294
Farp2,41,54,56,46,54,44,156,163,131,159,153,184,176,161
Ifitm2,5,13,9,7,9,8,82,43,54,66,46,49,48,45
Pak2,336,420,485,325,394,341,1246,1326,1164,1201,1238,1418,1416,1269
Cog2,119,124,142,111,118,110,439,435,411,455,462,496,313,428
Frs3,21,39,35,18,33,23,215,256,257,274,298,313,203,269
Tymp,4,13,10,8,11,8,23,33,27,28,18,25,23,29
Trpm2,82,105,121,72,87,77,679,612,596,665,704,744,644,733
Pqlc3,4,1,4,0,4,6,40,35,32,30,47,45,31,38
Nts,73,103,81,67,77,69,252,298,224,235,200,232,204,195
Zfp747,5,11,12,8,13,5,92,76,76,85,88,88,75,74
Sap30bp,164,262,274,211,208,193,853,791,774,925,728,844,685,741
Slc25a26,36,55,53,37,58,31,146,124,140,146,183,164,164,173
Nkx6-1,2,3,4,4,1,0,0,1,0,1,3,1,1,0
Zcchc13,0,3,3,4,0,2,0,0,1,0,1,1,0,0
Col5a1,43,48,63,19,22,26,212,219,143,179,160,147,127,153
Slc7a13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r15b,112,148,178,120,150,158,1590,1607,1556,1621,1868,2051,1653,1806
Pkd1l2,0,2,0,2,0,1,0,2,2,1,4,2,5,3
Pwp1,171,207,220,142,176,153,458,475,381,356,371,495,365,429
Treml4,0,1,0,0,1,0,3,0,4,1,1,1,0,1
Nae1,292,423,383,329,374,320,858,954,790,761,799,901,750,790
Sly,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbl1x,157,215,234,158,187,180,839,938,790,990,918,957,872,859
Sh3bp4,150,222,261,107,154,151,778,667,566,683,586,632,471,588
Vash2,8,15,7,8,10,3,66,47,55,59,81,97,42,74
Atp5mpl,508,638,648,556,613,590,2159,2023,1903,2084,1666,1796,1498,1645
Ifne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nexmif,369,493,482,297,306,261,2582,2781,2138,2112,2103,2326,1938,2101
Lypd5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Haus4,12,13,21,14,15,19,29,19,29,39,40,45,31,26
Tnk1,1,1,0,1,0,0,0,1,1,0,0,0,0,1
Dnajb13,2,0,0,2,1,0,2,5,10,6,8,8,5,3
Neil3,4,8,2,5,1,1,9,10,2,5,12,11,3,13
Clptm1l,241,332,330,251,293,247,1825,1773,1868,2101,2154,2311,1942,2101
Haus3,20,34,34,34,31,30,129,164,124,121,131,194,155,144
Snrpa1,91,143,133,107,121,108,351,338,319,366,279,399,246,290
Slc22a19,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Smim3,8,10,14,14,20,16,135,121,178,196,163,199,195,161
Scaf8,272,372,327,203,228,224,1289,1253,1135,1168,1286,1436,1122,1287
Pacc1,49,60,54,48,50,46,171,177,163,174,171,205,117,192
Trim59,32,50,78,55,57,65,328,361,302,267,267,392,419,323
Pbxip1,310,384,380,254,292,241,942,795,785,845,791,902,776,781
Bbc3,14,29,27,20,21,22,61,49,59,92,62,113,72,79
Slc13a4,42,52,51,23,24,22,315,318,273,295,221,227,196,213
Sdccag8,46,58,50,47,37,47,342,332,299,298,293,370,255,334
Cep85,55,55,50,59,64,59,249,280,224,268,331,321,208,293
Btnl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppm1j,3,4,2,1,5,1,6,9,4,5,5,5,2,10
Abca9,63,73,79,62,69,61,439,434,411,447,375,448,354,396
Dnajc8,271,323,336,221,265,231,1431,1427,1311,1463,1016,1233,959,1136
Ndnf,176,240,236,164,171,200,553,518,425,448,437,520,329,446
Dpy19l3,168,185,204,163,153,165,1184,1191,1185,1259,1129,1244,1081,1159
Tedc1,1,4,1,2,6,2,27,24,20,22,21,37,30,35
Olfr329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcgf3,60,80,53,49,77,54,1345,1324,1321,1432,1320,1481,1346,1275
Ap1s3,1,3,2,2,0,2,32,36,18,12,20,24,36,29
Sdad1,79,95,133,71,108,94,599,619,474,497,471,608,436,502
Asic4,137,182,205,164,166,152,508,535,519,531,515,566,449,555
Ficd,54,79,69,55,57,73,254,240,229,283,238,278,262,255
Sel1l3,315,394,435,330,413,366,1829,1777,1667,1820,1751,1958,1483,1789
Ppp1r3g,25,39,36,26,32,36,122,126,145,216,177,191,109,174
Serpinb9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1Pas1,8,21,11,20,15,7,0,0,0,3,4,1,1,2
Ugt3a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbx6,758,1056,1008,711,852,774,11108,10988,9429,9919,11234,12668,10229,11115
Polh,26,42,31,33,33,31,168,191,136,173,190,205,137,188
Ldlrap1,16,26,13,21,12,15,65,70,69,74,83,72,64,76
Gnl2,300,387,383,257,278,299,672,706,584,559,707,747,572,655
Mul1,134,164,167,166,167,165,786,750,666,846,770,907,727,756
Ppp1cb,1335,1758,1686,1619,1777,1499,9027,10057,8704,7858,8697,10200,9710,8707
Olfr1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plvap,4,2,3,0,2,3,37,30,50,60,71,55,32,49
Gorasp2,352,442,489,392,422,382,1496,1484,1351,1792,1700,1873,1350,1654
Adap2,6,8,13,17,10,15,89,104,120,90,97,92,59,97
Nup107,111,143,187,97,130,114,329,314,283,306,289,360,257,320
Olfr1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim65,20,19,24,18,23,16,56,60,55,79,84,82,47,65
Zdhhc9,278,383,407,303,333,288,1059,1078,1056,1162,1286,1477,1012,1314
Zfp595,1,6,7,15,8,6,96,95,83,82,84,126,74,97
Phf11a,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Gjd4,0,0,0,0,1,0,0,0,1,1,2,0,0,0
Ifna12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrt3,0,2,0,0,0,0,1,2,0,1,0,0,0,0
Slc9a7,366,504,502,344,399,351,3513,3928,3129,3225,3458,4066,3360,3585
Mcmdc2,2,4,1,2,1,10,27,29,30,16,46,51,21,42
Ranbp6,311,399,445,333,423,348,1797,1900,1530,1539,1563,1911,1493,1618
Mb21d2,168,229,219,184,218,156,910,872,877,926,1049,1231,821,1042
Ccdc184,134,172,152,142,154,134,422,408,456,513,498,537,369,494
Gapt,0,0,0,0,0,1,1,0,0,0,2,1,0,2
Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trib3,0,1,0,0,2,0,2,1,2,2,3,3,4,2
H2-M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-M10.4,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Stfa2l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr131,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sall1,55,79,87,43,54,60,353,355,343,394,384,450,338,408
Olfr1220,2,0,0,1,1,1,0,0,0,0,0,0,0,0
Olfr1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h10,39,53,75,48,66,52,270,206,221,236,250,269,152,203
Cnrip1,292,417,464,342,361,389,1248,1230,1247,1491,1369,1512,1288,1352
Dnah5,43,50,73,34,24,19,291,271,191,225,169,236,146,213
Rtp3,1,0,2,1,0,0,1,1,1,3,1,4,0,2
Tapbpl,23,19,24,8,20,19,71,55,66,70,70,79,80,65
Keg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC016579,0,1,0,1,0,0,3,3,2,4,2,1,0,2
Zfp462,222,312,322,136,134,117,1407,1411,1130,1276,1243,1395,1036,1223
Manea,100,149,155,121,147,135,1421,1518,1380,1462,1316,1615,1542,1403
Zfp697,45,75,73,55,43,48,641,600,618,664,623,740,560,646
Lrrc3b,29,35,36,26,39,21,236,251,251,294,267,307,218,278
Nelfe,72,102,87,59,69,50,248,206,223,247,229,271,216,229
Med18,16,16,29,19,24,18,119,136,142,138,125,140,114,124
Gm12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp54,131,201,212,119,123,130,1101,1098,1092,1128,1244,1272,995,1202
Glrx,140,153,177,156,169,162,608,684,518,565,506,594,412,535
Gpr45,7,21,23,14,15,14,188,216,157,225,239,256,153,251
Klhl1,44,59,53,32,46,46,209,219,172,155,153,193,133,143
Abcg2,146,155,146,110,145,113,380,419,336,365,400,436,336,388
Fam13a,67,76,97,69,84,70,201,216,187,218,305,362,226,294
Wfdc12,3,0,1,1,0,0,0,0,0,0,0,0,0,1
Rspo1,2,5,2,1,4,4,55,53,52,76,90,93,50,74
Lrrc4,125,138,137,110,140,121,2451,2316,2090,2402,2193,2447,1802,2202
1700019D03Rik,4,11,7,14,17,18,257,278,327,298,408,436,294,357
Nanos1,26,31,26,24,26,32,746,768,823,972,981,993,831,895
Fam135b,303,423,416,234,276,243,1201,1165,1019,1151,1103,1121,838,1038
Prpf39,43,71,60,71,86,69,524,601,420,386,558,669,401,586
B230219D22Rik,261,334,384,259,322,293,4051,4413,4017,4129,4087,4812,4183,4171
Tas2r136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mkx,28,59,41,27,43,42,300,356,248,219,355,357,263,315
Iars,355,485,469,329,388,317,1479,1449,1353,1355,1408,1536,1212,1338
Alx1,0,3,4,0,0,1,5,0,2,6,4,3,4,0
Elmod1,1171,1560,1579,1383,1560,1346,4242,4150,4268,4908,4761,5357,4507,4646
Slc35e1,61,102,84,75,63,73,1875,1785,1845,2145,2159,2550,1929,2136
Olfr1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epc2,193,219,260,146,181,178,1281,1520,1189,1306,1291,1481,1208,1278
Dennd1a,192,234,212,149,155,167,842,725,749,925,1021,1079,751,1007
Tmco3,120,148,169,133,148,131,954,908,841,882,981,1031,740,891
Mmrn2,31,33,28,22,24,39,61,61,60,31,74,78,29,70
Stoml3,1,2,1,0,0,0,9,2,8,3,5,7,1,3
Npcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St13,933,1235,1265,860,957,829,2667,2649,2239,2418,2357,2761,2128,2463
Lims2,61,61,53,56,50,48,194,184,186,224,176,243,110,199
Styk1,1,1,2,2,0,1,14,12,9,9,11,9,5,12
Mib1,589,777,858,719,781,717,10114,10978,9067,8980,10063,11795,10606,10162
Soat2,0,0,0,1,0,0,0,6,4,0,1,2,0,0
Dap,11,26,19,9,18,17,89,82,90,103,86,95,85,93
Ankrd27,63,111,107,91,94,74,739,724,616,724,873,1033,621,798
Catsper1,0,1,4,0,0,0,0,0,3,0,0,0,0,0
Mylk,41,45,57,26,36,32,332,293,337,376,284,321,250,299
Tmem45b,0,1,0,0,1,2,4,1,2,0,3,5,1,4
Krt7,1,2,2,1,1,0,2,3,2,0,2,2,0,1
Pip4k2b,399,509,535,402,470,398,3646,3232,3089,3340,3563,3840,3069,3539
Olfr1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdsn,2,3,3,3,5,4,11,10,7,16,23,20,11,16
Elmo3,2,3,1,1,5,4,103,93,79,79,98,115,45,101
Pdxk,600,735,804,543,656,664,3456,3119,3119,3393,3559,3961,2959,3540
Def6,6,22,17,13,11,8,39,35,28,26,39,56,34,40
Olfr490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc35e4,55,52,42,38,51,48,555,524,529,586,528,619,418,556
Bmerb1,338,451,448,328,399,363,3790,3379,3685,4434,3757,4135,2929,3736
Prss28,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Chrna3,3,16,5,16,12,13,23,22,26,28,23,26,18,20
Pmpca,366,505,484,345,372,406,1199,1109,1173,1372,1490,1623,1340,1448
Rfc4,16,20,27,12,31,21,57,75,40,42,39,33,49,51
Epdr1,282,342,402,279,346,322,1754,1871,1796,1910,1851,2144,1710,1991
Snx8,43,48,50,38,38,37,220,225,259,271,230,289,221,230
Pelo,141,178,176,122,114,153,170,163,121,144,167,201,129,153
Gskip,105,162,153,118,133,138,553,522,538,594,528,600,440,505
Fem1c,139,180,181,137,174,139,433,457,366,369,460,495,459,459
Plekha5,213,270,312,212,200,214,1232,1139,1035,1203,1289,1420,991,1273
4930503L19Rik,8,18,7,5,7,12,131,123,141,125,159,185,107,144
Commd10,154,159,186,143,164,155,429,420,430,465,353,404,371,361
Zfp869,60,72,66,44,55,51,586,582,490,604,599,647,518,597
Npepl1,28,33,31,24,28,27,79,79,79,71,72,84,76,102
Vxn,439,697,630,517,552,606,10028,10515,9587,10490,10730,12289,9795,10675
Faf2,202,292,264,248,248,203,1086,1075,967,1167,1010,1224,869,1081
Snapc1,174,249,245,175,181,158,1064,1105,935,905,956,1092,1035,974
Tmem202,0,0,3,0,2,2,17,19,18,23,13,23,17,12
Zfp74,74,98,99,67,72,65,349,379,307,350,400,459,337,367
Avl9,159,213,170,167,190,193,2464,2508,2200,2385,2378,2738,2323,2356
Saal1,48,76,71,41,62,51,228,195,182,194,184,261,169,213
